文件名,顺序,Eye study,语言,省份,省份,省份4分 1=high；2=Upper-middle；3=lower-middle; 4= low,省份3分 1=high；2=middle；3=low,省份3分 1=high；2=middle；3=low(修改四川安徽）,随访,随访次,0：不可用；1：可用；2潜力，需整体近视率补充数据；3潜力，需补充整体城乡数据,不可用理由,我们使用为1,年份,时间分组1:1995-2003；2:2004-2007；3:2008-2011；4:2012-2015；5:2016-2019；6:2020-2023,验光方式1非散瞳；2散瞳；3试片,城市/农村 0=农村，1=城市，2=农村及城市，3=不清楚划分,高度近视人数,男性人数,男性近视人数,男性近视率,男性城市人数,男性城市近视人数,男性农村人数,男性农村近视人数,男性高度近视,男性城市高度近视人数,男性农村高度近视人数,女性人数,女性近视人数,女性近视率,女性城市人数,女性城市近视人数,女性农村人数,女性农村近视人数,女性高度近视,女性城市高度近视人数,女性农村高度近视人数,学前人数,学前近视人数,学前总近视率,学前城市人数,学前城市近视人数,学前城市患病率,学前农村人数,学前农村近视人数,学前农村近视率,学前高度近视人数,学前城市高度近视人数,学前农村高度近视人数,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率,同年同省小学生人口数,同年同省初中人口数,同年同省小学初中人口总数,离群,备注
Mei-Hong Zhu2023,293,,0,35 ,福建,2 ,1 ,1 ,0,1,1 ,,1 ,2020,6,2,2 ,621,6983 ,3123,44.72%,4157,1841,2826,1282,288,,,6582 ,3433,52.16%,4032,2166,2550,1267,333,,,638,26,4.08%,,,,,,,,,,1956 ,257 ,13.12%,1284 ,163 ,12.72%,1963 ,867 ,44.19%,1288 ,436 ,33.83%,1964 ,1337 ,68.10%,1289 ,851 ,65.99%,1922 ,1530 ,79.61%,1261 ,973 ,77.15%,,,,,一共用了三年时间抽样和调查（2019-2021），但是文章本身是按照横断面研究汇报的，故先作为横断面研究录入（否则年龄细分汇报不全）；有职高数据
Seang-Mei Saw2000,294,,0,35 ,福建,2 ,1 ,1 ,0,1,1 ,,1 ,1999,1 ,2,2 ,,118 ,,,64,,54,,,,,92 ,,,55,,37,,,,,,,,,,,,,,,,,119,26,21.81%,91,7,7.46%,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,,,,,
Zhihao Xie 2020,295,,0,50 ,重庆,2 ,2 ,2 ,0,1,1 ,,1 ,2018,5,1,2 ,7,523 ,157,30.00%,,,,,2,,,474 ,181,38.2%,,,,,,5,,,,,,,,,,,,,,245 ,40 ,16.40%,184 ,25 ,13.45%,324 ,169 ,52.03%,244 ,91 ,37.26%,\,\,,\,\,,\,\,,\,\,,,,,,
体质健康1995,301,体质健康测试,1,15,内蒙古,2,1,1,2,1,1,,1 ,1995,1,3,2,,3743,1276,34.10%,1881,789,1862,487,,,,3738,1595,42.65%,1885,907,1854,687,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,126,13.34%,932,61,6.53%,943,296,31.39%,932,179,19.17%,942,576,61.11%,930,391,42.08%,937,699,74.60%,921,543,58.96%,,,,,
体质健康1995,303,体质健康测试,1,22,吉林,2,1,1,2,1,1,,1 ,1995,1,3,2,,3743,1268,33.87%,1881,740,1862,527,,,,3738,1595,42.67%,1885,896,1854,699,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,175,18.53%,932,143,15.29%,943,292,31.00%,932,168,18.07%,942,479,50.90%,930,372,39.99%,937,689,73.56%,921,544,59.03%,,,,,
体质健康1995,304,体质健康测试,1,23,黑龙江,2,2,2,2,1,1,,1 ,1995,1,3,2,,3743,891,23.81%,1881,659,1862,232,,,,3738,1024,27.40%,1885,738,1854,287,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,136,14.41%,932,31,3.33%,943,188,19.90%,932,52,5.63%,942,410,43.54%,930,124,13.33%,937,663,70.70%,921,312,33.83%,,,,,
体质健康1995,309,体质健康测试,1,35,福建,2,1,1,2,1,1,,1 ,1995,1,3,2,,3743,1562,41.73%,1881,1019,1862,543,,,,3738,1845,49.34%,1885,1136,1854,709,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,259,27.50%,932,139,14.88%,943,428,45.36%,932,216,23.20%,942,689,73.19%,930,411,44.15%,937,778,83.07%,921,486,52.72%,,,,,
体质健康1995,313,体质健康测试,1,42,湖北,2,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1405,37.53%,1881,776,1862,629,,,,3738,1747,46.74%,1885,982,1854,765,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,174,18.45%,932,217,23.25%,943,268,28.45%,932,213,22.89%,942,557,59.11%,930,413,44.44%,937,759,81.02%,921,550,59.72%,,,,,
体质健康1995,321,体质健康测试,1,61,陕西,2,2,2,2,1,1,,1 ,1995,1,3,2,,3743,1238,33.07%,1881,784,1862,454,,,,3738,1533,41.01%,1885,979,1854,554,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,203,21.49%,932,131,14.09%,943,319,33.82%,932,173,18.57%,942,575,61.02%,930,258,27.75%,937,667,71.13%,921,445,48.35%,,,,,
体质健康2000,329,体质健康测试,1,15,内蒙古,2,1,1,2,2,1,,1 ,2000,1,3,2,,3404,1042,30.61%,1775,681,1629,361,,,,3502,1335,38.12%,1776,821,1726,514,,,,\,\,\,\,\,\,\,\,\,\,\,\,882,145,16.44%,887,40,4.51%,885,252,28.47%,849,98,11.54%,885,441,49.83%,747,222,29.72%,899,664,73.86%,872,515,59.06%,,,,,
体质健康2000,331,体质健康测试,1,22,吉林,2,1,1,2,2,1,,1 ,2000,1,3,2,,3599,966,26.84%,1837,601,1762,365,,,,3743,1459,38.98%,1893,859,1850,600,,,,\,\,\,\,\,\,\,\,\,\,\,\,897,202,22.52%,895,140,15.64%,893,231,25.87%,895,157,17.54%,888,371,41.78%,844,178,21.09%,1052,656,62.36%,978,490,50.10%,,,,,
体质健康2000,332,体质健康测试,1,23,黑龙江,2,2,2,2,2,1,,1 ,2000,1,3,2,,3594,900,25.04%,1805,623,1789,277,,,,3594,1137,31.64%,1797,779,1797,358,,,,\,\,\,\,\,\,\,\,\,\,\,\,901,161,17.87%,897,62,6.91%,899,227,25.25%,892,95,10.65%,912,353,38.71%,897,102,11.37%,890,661,74.27%,900,376,41.78%,,,,,
体质健康2000,337,体质健康测试,1,35,福建,2,1,1,2,2,1,,1 ,2000,1,3,2,,3549,1495,42.12%,1750,876,1799,619,,,,3572,1820,50.95%,1779,1052,1793,768,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,289,32.15%,897,180,20.07%,900,371,41.22%,899,189,21.02%,900,583,64.78%,900,370,41.11%,830,685,82.53%,896,648,72.32%,,,,,
体质健康2000,341,体质健康测试,1,42,湖北,2,2,2,2,2,1,,1 ,2000,1,3,2,,3597,1294,35.97%,1797,779,1800,515,,,,3597,1627,45.23%,1798,975,1799,652,,,,\,\,\,\,\,\,\,\,\,\,\,\,898,228,25.39%,900,123,13.67%,899,263,29.25%,900,126,14.00%,898,554,61.69%,899,306,34.04%,900,709,78.78%,900,612,68.00%,,,,,
体质健康2000,349,体质健康测试,1,50,重庆,2,2,2,2,2,1,,1 ,2000,1,3,2,,3594,1300,36.17%,1799,826,1795,474,,,,3589,1449,40.37%,1792,859,1797,590,,,,\,\,\,\,\,\,\,\,\,\,\,\,896,181,20.20%,903,70,7.75%,895,315,35.20%,901,101,11.21%,900,545,60.56%,900,339,37.67%,900,644,71.56%,888,554,62.39%,,,,,
体质健康2000,350,体质健康测试,1,61,陕西,2,2,2,2,2,1,,1 ,2000,1,3,2,,3599,1286,35.73%,1799,788,1800,498,,,,3600,1521,42.25%,1800,898,1800,623,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,193,21.44%,900,111,12.33%,899,259,28.81%,900,139,15.44%,900,543,60.33%,900,274,30.44%,900,691,76.78%,900,597,66.33%,,,,,
体质健康2005,359,体质健康测试,1,15,内蒙古,2,1,1,2,3,1,,1 ,2005,2,3,2,,3860,1534,39.74%,1909,1022,1951,512,,,,3860,1939,50.23%,1927,1214,1933,725,,,,\,\,\,\,\,\,\,\,\,\,\,\,970,294,30.31%,950,100,10.53%,963,525,54.52%,965,148,15.34%,980,700,71.43%,973,355,36.49%,923,717,77.68%,996,634,63.65%,,,,,
体质健康2005,361,体质健康测试,1,22,吉林,2,1,1,2,3,1,,1 ,2005,2,3,2,,4279,1812,42.35%,2154,1136,2125,676,,,,4337,2135,49.23%,2148,1256,2189,879,,,,\,\,\,\,\,\,\,\,\,\,\,\,1073,360,33.55%,1078,176,16.33%,1061,517,48.73%,1074,256,23.84%,1091,612,56.10%,1076,403,37.45%,1077,903,83.84%,1086,720,66.30%,,,,,
体质健康2005,362,体质健康测试,1,23,黑龙江,2,2,2,2,3,1,,1 ,2005,2,3,2,,3569,872,24.43%,1788,430,1781,442,,,,3588,865,24.11%,1795,488,1793,377,,,,\,\,\,\,\,\,\,\,\,\,\,\,897,111,12.37%,900,128,14.22%,898,292,32.52%,894,177,19.80%,889,267,30.03%,890,245,27.53%,899,248,27.59%,890,269,30.22%,,,,,
体质健康2005,367,体质健康测试,1,35,福建,2,1,1,2,3,1,,1 ,2005,2,3,2,,3826,1580,41.30%,1888,976,1938,604,,,,3880,1965,50.64%,1912,1096,1968,869,,,,\,\,\,\,\,\,\,\,\,\,\,\,937,193,20.60%,927,180,19.42%,931,422,45.33%,947,216,22.81%,922,642,69.63%,931,343,36.84%,1010,815,80.69%,1101,734,66.67%,,,,,
体质健康2005,371,体质健康测试,1,42,湖北,2,2,2,2,3,1,,1 ,2005,2,3,2,,2322,929,40.01%,1134,510,1188,419,,,,2365,1204,50.91%,1175,647,1190,557,,,,\,\,\,\,\,\,\,\,\,\,\,\,598,155,25.92%,601,128,21.30%,550,187,34.00%,604,176,29.14%,600,373,62.17%,596,288,48.32%,561,442,78.79%,577,384,66.55%,,,,,
体质健康2005,379,体质健康测试,1,50,重庆,2,2,2,2,3,1,,1 ,2005,2,3,2,,4688,2243,47.85%,2366,1255,2322,988,,,,4518,2434,53.87%,2192,1307,2326,1127,,,,\,\,\,\,\,\,\,\,\,\,\,\,1248,375,30.05%,1117,189,16.92%,1165,535,45.92%,1146,261,22.77%,1080,771,71.39%,1223,762,62.31%,1065,881,82.72%,1162,903,77.71%,,,,,
体质健康2005,380,体质健康测试,1,61,陕西,2,2,2,2,3,1,,1 ,2005,2,3,2,,3600,1590,44.17%,1800,1057,1800,533,,,,3598,1813,50.39%,1799,1177,1799,636,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,374,41.56%,900,177,19.67%,900,507,56.33%,900,196,21.78%,900,626,69.56%,899,304,33.82%,899,727,80.87%,900,492,54.67%,,,,,
体质健康2010,389,体质健康测试,1,15,内蒙古,2,1,1,2,4,1,,1 ,2010,3,3,2,,3600,2262,62.83%,1800,1267,1800,995,,,,3580,2487,69.47%,1780,1353,1800,1134,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,499,55.44%,900,353,39.22%,900,635,70.56%,900,436,48.44%,900,730,81.11%,900,601,66.78%,880,756,85.91%,900,739,82.11%,,,,,
体质健康2010,391,体质健康测试,1,22,吉林,2,1,1,2,4,1,,1 ,2010,3,3,2,,3585,1929,53.81%,1785,1082,1800,847,,,,3599,2000,55.57%,1799,1125,1800,875,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,341,37.89%,900,173,19.22%,884,494,55.88%,900,432,48.00%,900,687,76.33%,900,561,62.33%,900,685,76.11%,900,556,61.78%,,,,,
体质健康2010,392,体质健康测试,1,23,黑龙江,2,2,2,2,4,1,,1 ,2010,3,3,2,,3588,1691,47.13%,1793,1009,1795,682,,,,3586,1914,53.37%,1792,1129,1794,785,,,,\,\,\,\,\,\,\,\,\,\,\,\,892,327,36.66%,897,122,13.60%,899,478,53.17%,896,213,23.77%,898,611,68.04%,900,474,52.67%,896,722,80.58%,896,658,73.44%,,,,,
体质健康2010,397,体质健康测试,1,35,福建,2,1,1,2,4,1,,1 ,2010,3,3,2,,3598,1955,54.34%,1799,1149,1799,806,,,,3582,2270,63.37%,1786,1291,1796,979,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,388,43.11%,896,246,27.46%,898,566,63.03%,900,336,37.33%,900,706,78.44%,899,507,56.40%,887,780,87.94%,900,696,77.33%,,,,,
体质健康2010,401,体质健康测试,1,42,湖北,2,2,2,2,4,1,,1 ,2010,3,3,2,,3595,1799,50.04%,1796,1021,1799,778,,,,3592,1969,54.82%,1794,1133,1798,836,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,246,27.33%,900,246,27.33%,899,503,55.95%,900,366,40.67%,900,635,70.56%,898,497,55.35%,891,770,86.42%,899,505,56.17%,,,,,
体质健康2010,409,体质健康测试,1,50,重庆,2,2,2,2,4,1,,1 ,2010,3,3,2,,3594,1780,49.53%,1799,1040,1795,740,,,,3589,1956,54.50%,1793,1124,1796,832,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,222,24.67%,899,144,16.02%,898,491,54.68%,898,320,35.63%,899,699,77.75%,897,463,51.62%,895,752,84.02%,897,645,71.91%,,,,,
体质健康2010,410,体质健康测试,1,61,陕西,2,2,2,2,4,1,,1 ,2010,3,3,2,,3591,1770,49.29%,1795,1073,1796,697,,,,3598,2062,57.31%,1798,1231,1800,831,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,345,38.33%,900,160,17.78%,897,535,59.64%,896,324,36.16%,897,649,72.35%,900,446,49.56%,899,775,86.21%,900,598,66.44%,,,,,
体质健康2014,419,体质健康测试,1,15,内蒙古,2,1,1,2,5,1,,1 ,2014,4,3,2,,3529,2098,59.45%,1758,1199,1771,899,,,,3529,2436,69.03%,1772,1363,1757,1073,,,,\,\,\,\,\,\,\,\,\,\,\,\,886,424,47.86%,876,218,24.89%,885,634,71.64%,878,424,48.29%,882,740,83.90%,888,601,67.68%,877,764,87.12%,886,729,82.28%,,,,,
体质健康2014,421,体质健康测试,1,22,吉林,2,1,1,2,5,1,,1 ,2014,4,3,2,,3567,1951,54.70%,1798,1104,1769,847,,,,3555,2186,61.49%,1799,1225,1756,961,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,360,40.00%,900,259,28.78%,898,540,60.13%,890,455,51.12%,900,710,78.89%,900,630,70.00%,899,719,79.98%,835,464,55.57%,,,,,
体质健康2014,422,体质健康测试,1,23,黑龙江,2,2,2,2,5,1,,1 ,2014,4,3,2,,3587,1913,53.33%,1790,1128,1797,785,,,,3589,2032,56.62%,1797,1190,1792,842,,,,\,\,\,\,\,\,\,\,\,\,\,\,888,320,36.04%,900,158,17.56%,899,569,63.29%,900,348,38.67%,900,670,74.44%,895,370,41.34%,900,759,84.33%,894,751,84.00%,,,,,
体质健康2014,427,体质健康测试,1,35,福建,2,1,1,2,5,1,,1 ,2014,4,3,2,,3600,1970,54.72%,1800,1057,1800,913,,,,3600,2143,59.53%,1800,1115,1800,1028,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,331,36.78%,900,183,20.33%,900,506,56.22%,900,416,46.22%,900,634,70.44%,900,600,66.67%,900,701,77.89%,900,742,82.44%,,,,,
体质健康2014,431,体质健康测试,1,42,湖北,2,2,2,2,5,1,,1 ,2014,4,3,2,,3550,1737,48.93%,1769,819,1781,918,,,,3517,1935,55.02%,1751,896,1766,1039,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,308,34.26%,900,258,28.67%,899,441,49.05%,899,471,52.39%,900,508,56.44%,900,598,66.44%,822,458,55.72%,848,630,74.29%,,,,,
体质健康2014,439,体质健康测试,1,50,重庆,2,2,2,2,5,1,,1 ,2014,4,3,2,,3600,1973,54.81%,1800,1105,1800,868,,,,3600,2061,57.25%,1800,1154,1800,907,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,287,31.89%,900,176,19.56%,900,501,55.67%,900,375,41.67%,900,705,78.33%,900,571,63.44%,900,766,85.11%,900,653,72.56%,,,,,
体质健康2014,440,体质健康测试,1,61,陕西,2,2,2,2,5,1,,1 ,2014,4,3,2,,3587,2010,56.04%,1790,1131,1797,879,,,,3594,2182,60.71%,1797,1206,1797,976,,,,\,\,\,\,\,\,\,\,\,\,\,\,898,306,34.08%,900,207,23.00%,896,527,58.82%,899,416,46.27%,899,697,77.53%,899,556,61.85%,894,807,90.27%,896,676,75.45%,,,,,
Man Pan Chin 2015,031,,0 ,65 ,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2013 ,4 ,2 ,1 ,,269 ,,,,,,,,,,363 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,211 ,22 ,10.52%,0 ,0 ,,158 ,39 ,24.68%,0 ,0 ,,158 ,48 ,30.38%,0 ,0 ,,\,\,,\,\,,1894401,918473,2812874,,地点是吐鲁番（暂时算作urban）
Shi-Fei Wei 2020,069,Anyang university eye study,0 ,41 ,河南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2017 ,5 ,2 ,1 ,,994 ,423 ,42.56%,994 ,423 ,0 ,0 ,,,,807 ,404 ,50.06%,807 ,404 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,1887 ,662 ,35.06%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,9820554,4291617,14112171,,年龄数据是根据基线推测的
Sili Jing 2021,073,,0 ,65 ,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,2 ,1972 ,42641 ,,,,,,,,,,41392 ,,,,,,,,,,362 ,,,,,,,,,,,,14020 ,3988 ,28.44%,7538 ,942 ,12.50%,14020 ,6393 ,45.60%,7538 ,1510 ,20.04%,12733 ,8919 ,70.05%,6846 ,2107 ,30.78%,13634 ,12506 ,91.73%,7330 ,2955 ,40.31%,2606825,977144,3583969,,近视年龄分层情况与我们的分层方式不一致，难以录入
Tie Ying Gao 2014,074,Handan Offspring Myopia Study,0 ,13 ,河北,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2010 ,3 ,2 ,0 ,,440 ,74 ,16.82%,0 ,0 ,440 ,74 ,,,,399 ,123 ,30.83%,0 ,0 ,399 ,123 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,286 ,35 ,12.31%,0 ,0 ,,286 ,65 ,22.67%,0 ,0 ,,152 ,56 ,36.53%,0 ,0 ,,152 ,111 ,73.10%,5115923,2212343,7328266,,原文献有6～11，12～18的粗分层；此处年龄分层根据https://doi.org/10.1080/09286586.2021.1966806 计算
Ya Zhang 2021,085,,0 ,13 ,河北,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,1 ,,2828 ,111 ,3.93%,2828 ,111 ,0 ,0 ,,,,2678 ,81 ,3.02%,2678 ,81 ,0 ,0 ,,,,5506 ,192 ,3.49%,5506 ,192 ,3.49%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,6791054,2973099,9764153,,
Yang Yang 2022,098,,0 ,14 ,山西,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,0 ,,,,,,,,,,,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,1422 ,674 ,47.40%,0 ,0 ,,4492 ,2808 ,62.51%,0 ,0 ,,4445 ,3578 ,80.49%,0 ,0 ,,2574 ,2233 ,86.75%,2293318,1141923,3435241,,
Yunmeng Shi 2022,105,,0 ,65 ,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,2 ,2 ,1487 ,36273 ,18894 ,52.09%,28297,16111,7976,2783,709 ,626 ,83 ,35203 ,19954 ,56.68%,26288 ,16236 ,8915 ,3718 ,778 ,687 ,91 ,779 ,115 ,14.76%,779 ,115 ,14.76%,0 ,0 ,,2 ,2 ,0 ,18702 ,6780 ,36.25%,4218 ,670 ,15.88%,18708 ,12133 ,64.85%,3219 ,1388 ,43.12%,11947 ,9531 ,79.78%,4004 ,1901 ,47.48%,4444 ,3785 ,85.17%,5451 ,2542 ,46.63%,2606825,977144,3583969,,有原始数据，将乌鲁木齐市和伊犁州算作urban，其它地区算作rural（可进一步区分不同年级的urban、rural情况
艾则孜-吾买尔 2021,110,,1 ,65 ,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2018 ,5 ,1 ,1 ,,3119 ,297 ,9.52%,3119 ,297 ,0 ,0 ,,,,2989 ,309 ,10.34%,2989 ,309 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,6108 ,606 ,9.92%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,2426826,924483,3351309,,
符文雅 2022,115,,1 ,46 ,海南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,2 ,,6729 ,3147 ,46.77%,3193 ,1627 ,3526 ,1520 ,,,,6464 ,3778 ,58.45%,2853 ,1793 ,3611 ,1985 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,2219 ,861 ,38.80%,2558 ,856 ,33.46%,1807 ,1153 ,63.81%,2222 ,1158 ,52.12%,2020 ,1406 ,69.60%,2367 ,1491 ,62.99%,853075,369015,1222090,,文中汇报了城乡近视情况，但具体怎样区分城市农村的描述不够清楚
郭振 2020,118,,1 ,14 ,山西,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,3 ,,256 ,68 ,26.44%,0 ,0 ,256 ,68 ,,,,224 ,69 ,30.95%,0 ,0 ,224 ,69 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,257 ,36 ,14.11%,0 ,0 ,,223 ,101 ,45.20%,\,\,,\,\,,\,\,,\,\,,2293318,1141923,3435241,,检索了同一作和通讯的文章，没找到分开描述数据的文章
黄燕 2008,130,,1 ,46 ,海南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2003 ,1 ,2 ,3 ,2 ,2795 ,,,,,,,,,,3575 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,1173 ,7 ,0.59%,0 ,0 ,,1173 ,38 ,3.26%,0 ,0 ,,2435 ,59 ,2.42%,0 ,0 ,,1590 ,58 ,3.65%,1008860,418940,1427800,1 ,
刘瑛 2022,136,,1 ,13 ,河北,3 ,2 ,2 ,1 ,1 ,1 ,,1 ,2019 ,5 ,1 ,1 ,445 ,15861 ,6277 ,39.58%,15861 ,6277 ,0 ,0 ,,,,14551 ,6443 ,44.28%,14551 ,6443 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,16230 ,3861 ,23.79%,0 ,0 ,,9353 ,5364 ,57.35%,0 ,0 ,,4829 ,3495 ,72.38%,0 ,0 ,,\,\,,\,\,,6791054,2973099,9764153,,"为配合文中汇报，分层为≤9,10-12，≥13"
刘瑛 2022,137,,1 ,13 ,河北,3 ,2 ,2 ,1 ,2 ,1 ,,1 ,2020 ,6 ,1 ,1 ,,15861 ,9390 ,59.20%,15861 ,9390 ,0 ,0 ,,,,14551 ,9647 ,66.30%,14551 ,9647 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,12823 ,5850 ,45.62%,0 ,0 ,,9728 ,6787 ,69.77%,0 ,0 ,,7861 ,6412 ,81.57%,0 ,0 ,,\,\,,\,\,,6959229,3015526,9974755,,"为配合文中汇报，分层为≤9,10-12，≥13"
谭倩 2020,143,,1 ,46 ,海南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,3 ,,7873 ,1101 ,13.98%,0 ,0 ,7873 ,1101 ,,,,7434 ,1722 ,23.16%,0 ,0 ,7434 ,1722 ,,,,2106 ,28 ,1.33%,0 ,0 ,,2106 ,28 ,1.33%,,,,0 ,0 ,,3775 ,363 ,9.62%,0 ,0 ,,4777 ,846 ,17.71%,0 ,0 ,,3777 ,1078 ,28.54%,0 ,0 ,,872 ,498 ,57.11%,853075,369015,1222090,,
王婷婷 2014,144,,1 ,65 ,新疆,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2013 ,4 ,2 ,1 ,,1031 ,511 ,49.56%,1031 ,511 ,0 ,0 ,,,,1431 ,775 ,54.16%,1431 ,775 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,\,\,,\,\,,2462 ,1367 ,55.52%,0 ,0 ,,\,\,,\,\,,1894401,918473,2812874,,男女近视人数加起来和总近视人数不一样（1367和1286）；不确定使用的是不是等效球镜
温新富 2015,149,,1 ,46 ,海南,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2013 ,4 ,2 ,1 ,57 ,625 ,130 ,20.80%,625 ,130 ,0 ,0 ,,,,593 ,166 ,27.99%,593 ,166 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,635 ,105 ,16.54%,0 ,0 ,,583 ,201 ,34.48%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,740193,346790,1086983,,不确定使用的是不是等效球镜
杨成林 2008,164,,1 ,36 ,江西,3 ,3 ,3 ,0 ,1 ,1 ,,1 ,2005 ,2 ,2 ,1 ,8 ,1549 ,,,,,,,,,,1435 ,,,,,,,,,,1393 ,14 ,0.99%,1393 ,14 ,0.99%,0 ,0 ,,2 ,2 ,0 ,1591 ,111 ,6.97%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,3841576,2012287,5853863,,填在表格“1-3年级”的数据是原文中7-10岁组
岳芙蓉 2022,169,,1 ,64 ,宁夏,3 ,2 ,2 ,2 ,1 ,1 ,,1 ,2018 ,5 ,1 ,1 ,,,,,,,,,,,,,,,,,,,,,,174 ,34 ,19.54%,174 ,34 ,19.54%,0 ,0 ,,,,,499 ,64 ,12.83%,0 ,0 ,,505 ,198 ,39.21%,0 ,0 ,,534 ,226 ,42.32%,0 ,0 ,,980 ,840 ,85.71%,0 ,0 ,,581495,290451,871946,,
岳芙蓉 2022,170,,1 ,64 ,宁夏,3 ,2 ,2 ,2 ,2 ,0 ,随访重复,,2019 ,5 ,1 ,1 ,,,,,,,,,,,,,,,,,,,,,,173 ,62 ,35.84%,173 ,62 ,35.84%,0 ,0 ,,,,,604 ,123 ,20.36%,0 ,0 ,,574 ,193 ,33.62%,0 ,0 ,,517 ,209 ,40.43%,0 ,0 ,,843 ,677 ,80.31%,0 ,0 ,,584149,298799,882948,,
岳芙蓉 2022,171,,1 ,64 ,宁夏,3 ,2 ,2 ,2 ,3 ,1 ,,1 ,2020 ,6 ,1 ,1 ,,,,,,,,,,,,,,,,,,,,,,188 ,57 ,30.32%,188 ,57 ,30.32%,0 ,0 ,,,,,519 ,116 ,22.35%,0 ,0 ,,511 ,154 ,30.14%,0 ,0 ,,489 ,201 ,41.10%,0 ,0 ,,793 ,605 ,76.29%,0 ,0 ,,592434,292625,885059,,本研究只给出2018-2020男女调查的总人数 男：3945 男近视：1622 女：3958 女近视：2137，可能存在重复统计的问题
张芳霞 2021,172,,1 ,64 ,宁夏,3 ,2 ,2 ,0 ,1 ,1 ,,1 ,2021 ,6 ,1 ,1 ,629 ,,,,,,,,,,,,,,,,,,,,,760 ,211 ,27.76%,760 ,211 ,27.76%,0 ,0 ,,1 ,1 ,0 ,6392 ,2181 ,34.12%,0 ,0 ,,5468 ,3326 ,60.83%,0 ,0 ,,2368 ,1996 ,84.29%,0 ,0 ,,\,\,,\,\,,603706,286945,890651,,
