province,year,age_group,method,population_urban,myopia_urban,myopia_rate_urban,population_rural,myopia_rural,myopia_rate_rural,method,number of junior secondary school graduates,New Student Enrollment in high school,articulation rate,GDP
Guangxi,2007,4,,,,,,,,,,,,
Guizhou,2007,4,,,,,,,,,,,,
Hainan,2007,4,,,,,,,,,,,,
Hebei,2007,4,,,,,,,,,,,,
Heilongjiang,2007,4,,,,,,,,,,,,
Henan,2007,4,,,,,,,,,,,,
Hubei,2007,4,,,,,,,,,,,,
Hunan,2007,4,,,,,,,,,,,,
Inner Mongolia,2007,4,,,,,,,,,,,,
Jiangsu,2007,4,,,,,,,,,,,,
Jiangxi,2007,4,,,,,,,,,,,,
Jilin,2007,4,,,,,,,,,,,,
Liaoning,2007,4,,,,,,,,,,,,
Ningxia,2007,4,,,,,,,,,,,,
Qinghai,2007,4,,,,,,,,,,,,
Shaanxi,2007,4,,,,,,,,,,,,
Shandong,2007,4,,,,,,,,,,,,
Shanghai,2007,4,,,,,,,,,,,,
Shanxi,2007,4,,,,,,,,,,,,
Sichuan,2007,4,,,,,,,,,,,,
Tianjin,2007,4,,,,,,,,,,,,
Tibet,2007,4,,,,,,,,,,,,
Xinjiang,2007,4,,,,,,,,,,,,
Yunnan,2007,4,,,,,,,,,,,,
Zhejiang,2007,4,,,,,,,,,,,,
Anhui,2008,4,,,,,,,,,,,,
Beijing,2008,4,,,,,,,,,,,,
Chongqing,2008,4,,,,,,,,,,,,
Fujian,2008,4,,,,,,,,,,,,
Gansu,2008,4,,,,,,,,,,,,
Guangdong,2008,4,,,,,,,,,,,,
Guangxi,2008,4,,,,,,,,,,,,
Guizhou,2008,4,,,,,,,,,,,,
Hainan,2008,4,,,,,,,,,,,,
Hebei,2008,4,,,,,,,,,,,,
Heilongjiang,2008,4,,,,,,,,,,,,
Henan,2008,4,,,,,,,,,,,,
Hubei,2008,4,,,,,,,,,,,,
Hunan,2008,4,,,,,,,,,,,,
Inner Mongolia,2008,4,,,,,,,,,,,,
Jiangsu,2008,4,,,,,,,,,,,,
Jiangxi,2008,4,,,,,,,,,,,,
Jilin,2008,4,,,,,,,,,,,,
Liaoning,2008,4,,,,,,,,,,,,
Ningxia,2008,4,,,,,,,,,,,,
Qinghai,2008,4,,,,,,,,,,,,
Shaanxi,2008,4,,,,,,,,,,,,
Shandong,2008,4,,,,,,,,,,,,
Shanghai,2008,4,,,,,,,,,,,,
Shanxi,2008,4,,,,,,,,,,,,
Sichuan,2008,4,,,,,,,,,,,,
Tianjin,2008,4,,,,,,,,,,,,
Tibet,2008,4,,,,,,,,,,,,
Xinjiang,2008,4,,,,,,,,,,,,
Yunnan,2008,4,,,,,,,,,,,,
Zhejiang,2008,4,,,,,,,,,,,,
Anhui,2009,4,,,,,,,,,,,,
Beijing,2009,4,,,,,,,,,,,,
Chongqing,2009,4,,,,,,,,,,,,
Fujian,2009,4,,,,,,,,,,,,
Gansu,2009,4,,,,,,,,,,,,
Guangdong,2009,4,,,,,,,,,,,,
Guangxi,2009,4,,,,,,,,,,,,
Guizhou,2009,4,,,,,,,,,,,,
Hainan,2009,4,,,,,,,,,,,,
Hebei,2009,4,,,,,,,,,,,,
Heilongjiang,2009,4,,,,,,,,,,,,
Henan,2009,4,,,,,,,,,,,,
Hubei,2009,4,,,,,,,,,,,,
Hunan,2009,4,,,,,,,,,,,,
Inner Mongolia,2009,4,,,,,,,,,,,,
Jiangsu,2009,4,,,,,,,,,,,,
Jiangxi,2009,4,,,,,,,,,,,,
Jilin,2009,4,,,,,,,,,,,,
Liaoning,2009,4,,,,,,,,,,,,
Ningxia,2009,4,,,,,,,,,,,,
Qinghai,2009,4,,,,,,,,,,,,
Shaanxi,2009,4,,,,,,,,,,,,
Shandong,2009,4,,,,,,,,,,,,
Shanghai,2009,4,,,,,,,,,,,,
Shanxi,2009,4,,,,,,,,,,,,
Sichuan,2009,4,,,,,,,,,,,,
Tianjin,2009,4,,,,,,,,,,,,
Tibet,2009,4,,,,,,,,,,,,
Xinjiang,2009,4,,,,,,,,,,,,
Yunnan,2009,4,,,,,,,,,,,,
Zhejiang,2009,4,,,,,,,,,,,,
Anhui,2010,4,,,,,,,,,,,,
Beijing,2010,4,,,,,,,,,,,,
Chongqing,2010,4,,,,,,,,,,,,
Fujian,2010,4,,,,,,,,,,,,
Gansu,2010,4,,,,,,,,,,,,
Guangdong,2010,4,,,,,,,,,,,,
Guangxi,2010,4,,,,,,,,,,,,
Guizhou,2010,4,,,,,,,,,,,,
Hainan,2010,4,,,,,,,,,,,,
Hebei,2010,4,,,,,,,,,,,,
Heilongjiang,2010,4,,,,,,,,,,,,
Henan,2010,4,,,,,,,,,,,,
Hubei,2010,4,,,,,,,,,,,,
Hunan,2010,4,,,,,,,,,,,,
Inner Mongolia,2010,4,,,,,,,,,,,,
Jiangsu,2010,4,,,,,,,,,,,,
Jiangxi,2010,4,,,,,,,,,,,,
Jilin,2010,4,,,,,,,,,,,,
Liaoning,2010,4,,,,,,,,,,,,
Ningxia,2010,4,,,,,,,,,,,,
Qinghai,2010,4,,,,,,,,,,,,
Shaanxi,2010,4,,,,,,,,,,,,
Shandong,2010,4,,,,,,,,,,,,
Shanghai,2010,4,,,,,,,,,,,,
Shanxi,2010,4,,,,,,,,,,,,
Sichuan,2010,4,,,,,,,,,,,,
Tianjin,2010,4,,,,,,,,,,,,
Tibet,2010,4,,,,,,,,,,,,
Xinjiang,2010,4,,,,,,,,,,,,
Yunnan,2010,4,,,,,,,,,,,,
Zhejiang,2010,4,,,,,,,,,,,,
Anhui,2011,4,,,,,,,,,,,,
Beijing,2011,4,,,,,,,,,,,,
Chongqing,2011,4,,,,,,,,,,,,
Fujian,2011,4,,,,,,,,,,,,
Gansu,2011,4,,,,,,,,,,,,
Guangdong,2011,4,,,,,,,,,,,,
Guangxi,2011,4,,,,,,,,,,,,
Guizhou,2011,4,,,,,,,,,,,,
Hainan,2011,4,,,,,,,,,,,,
Hebei,2011,4,,,,,,,,,,,,
Heilongjiang,2011,4,,,,,,,,,,,,
Henan,2011,4,,,,,,,,,,,,
Hubei,2011,4,,,,,,,,,,,,
Hunan,2011,4,,,,,,,,,,,,
Inner Mongolia,2011,4,,,,,,,,,,,,
Jiangsu,2011,4,,,,,,,,,,,,
Jiangxi,2011,4,,,,,,,,,,,,
Jilin,2011,4,,,,,,,,,,,,
Liaoning,2011,4,,,,,,,,,,,,
Ningxia,2011,4,,,,,,,,,,,,
Qinghai,2011,4,,,,,,,,,,,,
Shaanxi,2011,4,,,,,,,,,,,,
Shandong,2011,4,,,,,,,,,,,,
Shanghai,2011,4,,,,,,,,,,,,
Shanxi,2011,4,,,,,,,,,,,,
Sichuan,2011,4,,,,,,,,,,,,
Tianjin,2011,4,,,,,,,,,,,,
Tibet,2011,4,,,,,,,,,,,,
Xinjiang,2011,4,,,,,,,,,,,,
Yunnan,2011,4,,,,,,,,,,,,
Zhejiang,2011,4,,,,,,,,,,,,
Anhui,2012,4,,,,,,,,,,,,
Beijing,2012,4,,,,,,,,,,,,
Chongqing,2012,4,,,,,,,,,,,,
Fujian,2012,4,,,,,,,,,,,,
Gansu,2012,4,,,,,,,,,,,,
Guangdong,2012,4,,,,,,,,,,,,
Guangxi,2012,4,,,,,,,,,,,,
Guizhou,2012,4,,,,,,,,,,,,
Hainan,2012,4,,,,,,,,,,,,
Hebei,2012,4,,,,,,,,,,,,
Heilongjiang,2012,4,,,,,,,,,,,,
Henan,2012,4,,,,,,,,,,,,
Hubei,2012,4,,,,,,,,,,,,
Hunan,2012,4,,,,,,,,,,,,
Inner Mongolia,2012,4,,,,,,,,,,,,
Jiangsu,2012,4,,,,,,,,,,,,
Jiangxi,2012,4,,,,,,,,,,,,
Jilin,2012,4,,,,,,,,,,,,
Liaoning,2012,4,,,,,,,,,,,,
Ningxia,2012,4,,,,,,,,,,,,
Qinghai,2012,4,,,,,,,,,,,,
Shaanxi,2012,4,,,,,,,,,,,,
Shandong,2012,4,,,,,,,,,,,,
Shanghai,2012,4,,,,,,,,,,,,
Shanxi,2012,4,,,,,,,,,,,,
Sichuan,2012,4,,,,,,,,,,,,
Tianjin,2012,4,,,,,,,,,,,,
Tibet,2012,4,,,,,,,,,,,,
Xinjiang,2012,4,,,,,,,,,,,,
Yunnan,2012,4,,,,,,,,,,,,
Zhejiang,2012,4,,,,,,,,,,,,
Anhui,2013,4,,,,,,,,,,,,
Beijing,2013,4,,,,,,,,,,,,
Chongqing,2013,4,,,,,,,,,,,,
Fujian,2013,4,,,,,,,,,,,,
Gansu,2013,4,,,,,,,,,,,,
Guangdong,2013,4,,,,,,,,,,,,
Guangxi,2013,4,,,,,,,,,,,,
Guizhou,2013,4,,,,,,,,,,,,
Hainan,2013,4,,,,,,,,,,,,
Hebei,2013,4,,,,,,,,,,,,
Heilongjiang,2013,4,,,,,,,,,,,,
Henan,2013,4,,,,,,,,,,,,
Hubei,2013,4,,,,,,,,,,,,
Hunan,2013,4,,,,,,,,,,,,
Inner Mongolia,2013,4,,,,,,,,,,,,
Jiangsu,2013,4,,,,,,,,,,,,
Jiangxi,2013,4,,,,,,,,,,,,
Jilin,2013,4,,,,,,,,,,,,
Liaoning,2013,4,,,,,,,,,,,,
Ningxia,2013,4,,,,,,,,,,,,
Qinghai,2013,4,,,,,,,,,,,,
Shaanxi,2013,4,,,,,,,,,,,,
Shandong,2013,4,,,,,,,,,,,,
Shanghai,2013,4,,,,,,,,,,,,
Shanxi,2013,4,,,,,,,,,,,,
Sichuan,2013,4,,,,,,,,,,,,
Tianjin,2013,4,,,,,,,,,,,,
Tibet,2013,4,,,,,,,,,,,,
Xinjiang,2013,4,,,,,,,,,,,,
Yunnan,2013,4,,,,,,,,,,,,
Zhejiang,2013,4,,,,,,,,,,,,
Anhui,2014,4,,,,,,,,,,,,
Beijing,2014,4,,,,,,,,,,,,
Chongqing,2014,4,,,,,,,,,,,,
Fujian,2014,4,,,,,,,,,,,,
Gansu,2014,4,,,,,,,,,,,,
Guangdong,2014,4,,,,,,,,,,,,
Guangxi,2014,4,,,,,,,,,,,,
Guizhou,2014,4,,,,,,,,,,,,
Hainan,2014,4,,,,,,,,,,,,
Hebei,2014,4,,,,,,,,,,,,
Heilongjiang,2014,4,,,,,,,,,,,,
Henan,2014,4,,,,,,,,,,,,
Hubei,2014,4,,,,,,,,,,,,
Hunan,2014,4,,,,,,,,,,,,
Inner Mongolia,2014,4,,,,,,,,,,,,
Jiangsu,2014,4,,,,,,,,,,,,
Jiangxi,2014,4,,,,,,,,,,,,
Jilin,2014,4,,,,,,,,,,,,
Liaoning,2014,4,,,,,,,,,,,,
Ningxia,2014,4,,,,,,,,,,,,
Qinghai,2014,4,,,,,,,,,,,,
Shaanxi,2014,4,,,,,,,,,,,,
Shandong,2014,4,,,,,,,,,,,,
Shanghai,2014,4,,,,,,,,,,,,
Shanxi,2014,4,,,,,,,,,,,,
Sichuan,2014,4,,,,,,,,,,,,
Tianjin,2014,4,,,,,,,,,,,,
Tibet,2014,4,,,,,,,,,,,,
Xinjiang,2014,4,,,,,,,,,,,,
Yunnan,2014,4,,,,,,,,,,,,
Zhejiang,2014,4,,,,,,,,,,,,
Anhui,2015,4,,,,,,,,,,,,
Beijing,2015,4,,,,,,,,,,,,
Chongqing,2015,4,,,,,,,,,,,,
Fujian,2015,4,,,,,,,,,,,,
Gansu,2015,4,,,,,,,,,,,,
Guangdong,2015,4,,,,,,,,,,,,
Guangxi,2015,4,,,,,,,,,,,,
Guizhou,2015,4,,,,,,,,,,,,
Hainan,2015,4,,,,,,,,,,,,
Hebei,2015,4,,,,,,,,,,,,
Heilongjiang,2015,4,,,,,,,,,,,,
Henan,2015,4,,,,,,,,,,,,
Hubei,2015,4,,,,,,,,,,,,
Hunan,2015,4,,,,,,,,,,,,
Inner Mongolia,2015,4,,,,,,,,,,,,
Jiangsu,2015,4,,,,,,,,,,,,
Jiangxi,2015,4,,,,,,,,,,,,
Jilin,2015,4,,,,,,,,,,,,
Liaoning,2015,4,,,,,,,,,,,,
Ningxia,2015,4,,,,,,,,,,,,
Qinghai,2015,4,,,,,,,,,,,,
Shaanxi,2015,4,,,,,,,,,,,,
Shandong,2015,4,,,,,,,,,,,,
Shanghai,2015,4,,,,,,,,,,,,
Shanxi,2015,4,,,,,,,,,,,,
Sichuan,2015,4,,,,,,,,,,,,
Tianjin,2015,4,,,,,,,,,,,,
Tibet,2015,4,,,,,,,,,,,,
Xinjiang,2015,4,,,,,,,,,,,,
Yunnan,2015,4,,,,,,,,,,,,
Zhejiang,2015,4,,,,,,,,,,,,
Anhui,2016,4,,,,,,,,,,,,
Beijing,2016,4,,,,,,,,,,,,
Chongqing,2016,4,,,,,,,,,,,,
Fujian,2016,4,,,,,,,,,,,,
Gansu,2016,4,,,,,,,,,,,,
Guangdong,2016,4,,,,,,,,,,,,
Guangxi,2016,4,,,,,,,,,,,,
Guizhou,2016,4,,,,,,,,,,,,
Hainan,2016,4,,,,,,,,,,,,
Hebei,2016,4,,,,,,,,,,,,
Heilongjiang,2016,4,,,,,,,,,,,,
Henan,2016,4,,,,,,,,,,,,
Hubei,2016,4,,,,,,,,,,,,
Hunan,2016,4,,,,,,,,,,,,
Inner Mongolia,2016,4,,,,,,,,,,,,
Jiangsu,2016,4,,,,,,,,,,,,
Jiangxi,2016,4,,,,,,,,,,,,
Jilin,2016,4,,,,,,,,,,,,
Liaoning,2016,4,,,,,,,,,,,,
Ningxia,2016,4,,,,,,,,,,,,
Qinghai,2016,4,,,,,,,,,,,,
Shaanxi,2016,4,,,,,,,,,,,,
Shandong,2016,4,,,,,,,,,,,,
Shanghai,2016,4,,,,,,,,,,,,
Shanxi,2016,4,,,,,,,,,,,,
Sichuan,2016,4,,,,,,,,,,,,
Tianjin,2016,4,,,,,,,,,,,,
Tibet,2016,4,,,,,,,,,,,,
Xinjiang,2016,4,,,,,,,,,,,,
Yunnan,2016,4,,,,,,,,,,,,
Zhejiang,2016,4,,,,,,,,,,,,
Anhui,2017,4,,,,,,,,,,,,
Beijing,2017,4,,,,,,,,,,,,
Chongqing,2017,4,,,,,,,,,,,,
Fujian,2017,4,,,,,,,,,,,,
Gansu,2017,4,,,,,,,,,,,,
Guangdong,2017,4,,,,,,,,,,,,
Guangxi,2017,4,,,,,,,,,,,,
Guizhou,2017,4,,,,,,,,,,,,
Hainan,2017,4,,,,,,,,,,,,
Hebei,2017,4,,,,,,,,,,,,
Heilongjiang,2017,4,,,,,,,,,,,,
Henan,2017,4,,,,,,,,,,,,
Hubei,2017,4,,,,,,,,,,,,
Hunan,2017,4,,,,,,,,,,,,
Inner Mongolia,2017,4,,,,,,,,,,,,
Jiangsu,2017,4,,,,,,,,,,,,
Jiangxi,2017,4,,,,,,,,,,,,
Jilin,2017,4,,,,,,,,,,,,
Liaoning,2017,4,,,,,,,,,,,,
Ningxia,2017,4,,,,,,,,,,,,
Qinghai,2017,4,,,,,,,,,,,,
Shaanxi,2017,4,,,,,,,,,,,,
Shandong,2017,4,,,,,,,,,,,,
Shanghai,2017,4,,,,,,,,,,,,
Shanxi,2017,4,,,,,,,,,,,,
Sichuan,2017,4,,,,,,,,,,,,
Tianjin,2017,4,,,,,,,,,,,,
Tibet,2017,4,,,,,,,,,,,,
Xinjiang,2017,4,,,,,,,,,,,,
Yunnan,2017,4,,,,,,,,,,,,
Zhejiang,2017,4,,,,,,,,,,,,
Anhui,2018,4,,,,,,,,,,,,
Beijing,2018,4,,,,,,,,,,,,
Chongqing,2018,4,,,,,,,,,,,,
Fujian,2018,4,,,,,,,,,,,,
Gansu,2018,4,,,,,,,,,,,,
Guangdong,2018,4,,,,,,,,,,,,
Guangxi,2018,4,,,,,,,,,,,,
Guizhou,2018,4,,,,,,,,,,,,
Hainan,2018,4,,,,,,,,,,,,
Hebei,2018,4,,,,,,,,,,,,
Heilongjiang,2018,4,,,,,,,,,,,,
Henan,2018,4,,,,,,,,,,,,
Hubei,2018,4,,,,,,,,,,,,
Hunan,2018,4,,,,,,,,,,,,
Inner Mongolia,2018,4,,,,,,,,,,,,
Jiangsu,2018,4,,,,,,,,,,,,
Jiangxi,2018,4,,,,,,,,,,,,
Jilin,2018,4,,,,,,,,,,,,
Liaoning,2018,4,,,,,,,,,,,,
Ningxia,2018,4,,,,,,,,,,,,
Qinghai,2018,4,,,,,,,,,,,,
Shaanxi,2018,4,,,,,,,,,,,,
Shandong,2018,4,,,,,,,,,,,,
Shanghai,2018,4,,,,,,,,,,,,
Shanxi,2018,4,,,,,,,,,,,,
Sichuan,2018,4,,,,,,,,,,,,
Tianjin,2018,4,,,,,,,,,,,,
Tibet,2018,4,,,,,,,,,,,,
Xinjiang,2018,4,,,,,,,,,,,,
Yunnan,2018,4,,,,,,,,,,,,
Zhejiang,2018,4,,,,,,,,,,,,
Anhui,2019,4,,,,,,,,,,,,
Beijing,2019,4,,,,,,,,,,,,
Chongqing,2019,4,,,,,,,,,,,,
Fujian,2019,4,,,,,,,,,,,,
Gansu,2019,4,,,,,,,,,,,,
Guangdong,2019,4,,,,,,,,,,,,
Guangxi,2019,4,,,,,,,,,,,,
Guizhou,2019,4,,,,,,,,,,,,
Hainan,2019,4,,,,,,,,,,,,
Hebei,2019,4,,,,,,,,,,,,
Heilongjiang,2019,4,,,,,,,,,,,,
Henan,2019,4,,,,,,,,,,,,
Hubei,2019,4,,,,,,,,,,,,
Hunan,2019,4,,,,,,,,,,,,
Inner Mongolia,2019,4,,,,,,,,,,,,
Jiangsu,2019,4,,,,,,,,,,,,
Jiangxi,2019,4,,,,,,,,,,,,
Jilin,2019,4,,,,,,,,,,,,
Liaoning,2019,4,,,,,,,,,,,,
Ningxia,2019,4,,,,,,,,,,,,
Qinghai,2019,4,,,,,,,,,,,,
Shaanxi,2019,4,,,,,,,,,,,,
Shandong,2019,4,,,,,,,,,,,,
Shanghai,2019,4,,,,,,,,,,,,
Shanxi,2019,4,,,,,,,,,,,,
Sichuan,2019,4,,,,,,,,,,,,
Tianjin,2019,4,,,,,,,,,,,,
Tibet,2019,4,,,,,,,,,,,,
Xinjiang,2019,4,,,,,,,,,,,,
Yunnan,2019,4,,,,,,,,,,,,
Zhejiang,2019,4,,,,,,,,,,,,
Anhui,2020,4,,,,,,,,,,,,
Beijing,2020,4,,,,,,,,,,,,
Chongqing,2020,4,,,,,,,,,,,,
Fujian,2020,4,,,,,,,,,,,,
Gansu,2020,4,,,,,,,,,,,,
Guangdong,2020,4,,,,,,,,,,,,
Guangxi,2020,4,,,,,,,,,,,,
Guizhou,2020,4,,,,,,,,,,,,
Hainan,2020,4,,,,,,,,,,,,
Hebei,2020,4,,,,,,,,,,,,
Heilongjiang,2020,4,,,,,,,,,,,,
Henan,2020,4,,,,,,,,,,,,
Hubei,2020,4,,,,,,,,,,,,
Hunan,2020,4,,,,,,,,,,,,
Inner Mongolia,2020,4,,,,,,,,,,,,
Jiangsu,2020,4,,,,,,,,,,,,
Jiangxi,2020,4,,,,,,,,,,,,
Jilin,2020,4,,,,,,,,,,,,
Liaoning,2020,4,,,,,,,,,,,,
Ningxia,2020,4,,,,,,,,,,,,
Qinghai,2020,4,,,,,,,,,,,,
Shaanxi,2020,4,,,,,,,,,,,,
Shandong,2020,4,,,,,,,,,,,,
Shanghai,2020,4,,,,,,,,,,,,
Shanxi,2020,4,,,,,,,,,,,,
Sichuan,2020,4,,,,,,,,,,,,
Tianjin,2020,4,,,,,,,,,,,,
Tibet,2020,4,,,,,,,,,,,,
Xinjiang,2020,4,,,,,,,,,,,,
Yunnan,2020,4,,,,,,,,,,,,
Zhejiang,2020,4,,,,,,,,,,,,
Anhui,2021,1,,,,,,,,,,,,
Beijing,2021,1,,,,,,,,,,,,
Chongqing,2021,1,,,,,,,,,,,,
Fujian,2021,1,,,,,,,,,,,,
Gansu,2021,1,,,,,,,,,,,,
Guangdong,2021,1,,,,,,,,,,,,
Guangxi,2021,1,,,,,,,,,,,,
Guizhou,2021,1,,,,,,,,,,,,
Hainan,2021,1,,,,,,,,,,,,
Hebei,2021,1,,,,,,,,,,,,
Heilongjiang,2021,1,,,,,,,,,,,,
Henan,2021,1,,,,,,,,,,,,
Hubei,2021,1,,,,,,,,,,,,
Hunan,2021,1,,,,,,,,,,,,
Inner Mongolia,2021,1,,,,,,,,,,,,
Jiangsu,2021,1,,,,,,,,,,,,
Jiangxi,2021,1,,,,,,,,,,,,
Jilin,2021,1,,,,,,,,,,,,
Liaoning,2021,1,,,,,,,,,,,,
Ningxia,2021,1,,,,,,,,,,,,
Qinghai,2021,1,,,,,,,,,,,,
Shaanxi,2021,1,,,,,,,,,,,,
Shandong,2021,1,,,,,,,,,,,,
Shanghai,2021,1,,,,,,,,,,,,
Shanxi,2021,1,,,,,,,,,,,,
Sichuan,2021,1,,,,,,,,,,,,
Tianjin,2021,1,,,,,,,,,,,,
Tibet,2021,1,,,,,,,,,,,,
Xinjiang,2021,1,,,,,,,,,,,,
Yunnan,2021,1,,,,,,,,,,,,
Zhejiang,2021,1,,,,,,,,,,,,
Anhui,2021,2,,,,,,,,,,,,
Beijing,2021,2,,,,,,,,,,,,
Chongqing,2021,2,,,,,,,,,,,,
Fujian,2021,2,,,,,,,,,,,,
Gansu,2021,2,,,,,,,,,,,,
Guangdong,2021,2,,,,,,,,,,,,
Guangxi,2021,2,,,,,,,,,,,,
Guizhou,2021,2,,,,,,,,,,,,
Hainan,2021,2,,,,,,,,,,,,
Hebei,2021,2,,,,,,,,,,,,
Heilongjiang,2021,2,,,,,,,,,,,,
Henan,2021,2,,,,,,,,,,,,
Hubei,2021,2,,,,,,,,,,,,
Hunan,2021,2,,,,,,,,,,,,
Inner Mongolia,2021,2,,,,,,,,,,,,
Jiangsu,2021,2,,,,,,,,,,,,
Jiangxi,2021,2,,,,,,,,,,,,
Jilin,2021,2,,,,,,,,,,,,
Liaoning,2021,2,,,,,,,,,,,,
Ningxia,2021,2,,,,,,,,,,,,
Qinghai,2021,2,,,,,,,,,,,,
Shaanxi,2021,2,,,,,,,,,,,,
Shandong,2021,2,,,,,,,,,,,,
Shanghai,2021,2,,,,,,,,,,,,
Shanxi,2021,2,,,,,,,,,,,,
Sichuan,2021,2,,,,,,,,,,,,
Tianjin,2021,2,,,,,,,,,,,,
Tibet,2021,2,,,,,,,,,,,,
Xinjiang,2021,2,,,,,,,,,,,,
Yunnan,2021,2,,,,,,,,,,,,
Zhejiang,2021,2,,,,,,,,,,,,
Anhui,2021,3,,,,,,,,,,,,
Beijing,2021,3,,,,,,,,,,,,
Chongqing,2021,3,,,,,,,,,,,,
Fujian,2021,3,,,,,,,,,,,,
Gansu,2021,3,,,,,,,,,,,,
Guangdong,2021,3,,,,,,,,,,,,
Guangxi,2021,3,,,,,,,,,,,,
Guizhou,2021,3,,,,,,,,,,,,
Hainan,2021,3,,,,,,,,,,,,
Hebei,2021,3,,,,,,,,,,,,
Heilongjiang,2021,3,,,,,,,,,,,,
Henan,2021,3,,,,,,,,,,,,
Hubei,2021,3,,,,,,,,,,,,
Hunan,2021,3,,,,,,,,,,,,
Inner Mongolia,2021,3,,,,,,,,,,,,
Jiangsu,2021,3,,,,,,,,,,,,
Jiangxi,2021,3,,,,,,,,,,,,
Jilin,2021,3,,,,,,,,,,,,
Liaoning,2021,3,,,,,,,,,,,,
Ningxia,2021,3,,,,,,,,,,,,
Qinghai,2021,3,,,,,,,,,,,,
Shaanxi,2021,3,,,,,,,,,,,,
Shandong,2021,3,,,,,,,,,,,,
Shanghai,2021,3,,,,,,,,,,,,
Shanxi,2021,3,,,,,,,,,,,,
Sichuan,2021,3,,,,,,,,,,,,
Tianjin,2021,3,,,,,,,,,,,,
Tibet,2021,3,,,,,,,,,,,,
Xinjiang,2021,3,,,,,,,,,,,,
Yunnan,2021,3,,,,,,,,,,,,
Zhejiang,2021,3,,,,,,,,,,,,
Anhui,2021,4,,,,,,,,,,,,
Beijing,2021,4,,,,,,,,,,,,
Chongqing,2021,4,,,,,,,,,,,,
Fujian,2021,4,,,,,,,,,,,,
Gansu,2021,4,,,,,,,,,,,,
Guangdong,2021,4,,,,,,,,,,,,
Guangxi,2021,4,,,,,,,,,,,,
Guizhou,2021,4,,,,,,,,,,,,
Hainan,2021,4,,,,,,,,,,,,
Hebei,2021,4,,,,,,,,,,,,
Heilongjiang,2021,4,,,,,,,,,,,,
Henan,2021,4,,,,,,,,,,,,
Hubei,2021,4,,,,,,,,,,,,
Hunan,2021,4,,,,,,,,,,,,
Inner Mongolia,2021,4,,,,,,,,,,,,
Jiangsu,2021,4,,,,,,,,,,,,
Jiangxi,2021,4,,,,,,,,,,,,
Jilin,2021,4,,,,,,,,,,,,
Liaoning,2021,4,,,,,,,,,,,,
Ningxia,2021,4,,,,,,,,,,,,
Qinghai,2021,4,,,,,,,,,,,,
Shaanxi,2021,4,,,,,,,,,,,,
Shandong,2021,4,,,,,,,,,,,,
Shanghai,2021,4,,,,,,,,,,,,
Shanxi,2021,4,,,,,,,,,,,,
Sichuan,2021,4,,,,,,,,,,,,
Tianjin,2021,4,,,,,,,,,,,,
Tibet,2021,4,,,,,,,,,,,,
Xinjiang,2021,4,,,,,,,,,,,,
Yunnan,2021,4,,,,,,,,,,,,
Zhejiang,2021,4,,,,,,,,,,,,
Anhui,2022,1,,,,,,,,,,,,
Beijing,2022,1,,,,,,,,,,,,
Chongqing,2022,1,,,,,,,,,,,,
Fujian,2022,1,,,,,,,,,,,,
Gansu,2022,1,,,,,,,,,,,,
Guangdong,2022,1,,,,,,,,,,,,
Guangxi,2022,1,,,,,,,,,,,,
Guizhou,2022,1,,,,,,,,,,,,
Hainan,2022,1,,,,,,,,,,,,
Hebei,2022,1,,,,,,,,,,,,
Heilongjiang,2022,1,,,,,,,,,,,,
Henan,2022,1,,,,,,,,,,,,
Hubei,2022,1,,,,,,,,,,,,
Hunan,2022,1,,,,,,,,,,,,
Inner Mongolia,2022,1,,,,,,,,,,,,
Jiangsu,2022,1,,,,,,,,,,,,
Jiangxi,2022,1,,,,,,,,,,,,
Jilin,2022,1,,,,,,,,,,,,
Liaoning,2022,1,,,,,,,,,,,,
Ningxia,2022,1,,,,,,,,,,,,
Qinghai,2022,1,,,,,,,,,,,,
Shaanxi,2022,1,,,,,,,,,,,,
Shandong,2022,1,,,,,,,,,,,,
Shanghai,2022,1,,,,,,,,,,,,
Shanxi,2022,1,,,,,,,,,,,,
Sichuan,2022,1,,,,,,,,,,,,
Tianjin,2022,1,,,,,,,,,,,,
Tibet,2022,1,,,,,,,,,,,,
Xinjiang,2022,1,,,,,,,,,,,,
Yunnan,2022,1,,,,,,,,,,,,
Zhejiang,2022,1,,,,,,,,,,,,
Anhui,2022,2,,,,,,,,,,,,
Beijing,2022,2,,,,,,,,,,,,
Chongqing,2022,2,,,,,,,,,,,,
Fujian,2022,2,,,,,,,,,,,,
Gansu,2022,2,,,,,,,,,,,,
Guangdong,2022,2,,,,,,,,,,,,
Guangxi,2022,2,,,,,,,,,,,,
Guizhou,2022,2,,,,,,,,,,,,
Hainan,2022,2,,,,,,,,,,,,
Hebei,2022,2,,,,,,,,,,,,
Heilongjiang,2022,2,,,,,,,,,,,,
Henan,2022,2,,,,,,,,,,,,
Hubei,2022,2,,,,,,,,,,,,
Hunan,2022,2,,,,,,,,,,,,
Inner Mongolia,2022,2,,,,,,,,,,,,
Jiangsu,2022,2,,,,,,,,,,,,
Jiangxi,2022,2,,,,,,,,,,,,
Jilin,2022,2,,,,,,,,,,,,
Liaoning,2022,2,,,,,,,,,,,,
Ningxia,2022,2,,,,,,,,,,,,
Qinghai,2022,2,,,,,,,,,,,,
Shaanxi,2022,2,,,,,,,,,,,,
Shandong,2022,2,,,,,,,,,,,,
Shanghai,2022,2,,,,,,,,,,,,
